ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2013-12-01,11:00-13:00,สงกรานต์,91.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2005-05-27,11:00-13:00,ปีใหม่,64.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2020-05-16,11:00-13:00,วันหยุดนักขัตฤกษ์,32.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2016-04-27,17:00-20:00,ปีใหม่,69.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2023-07-03,11:00-13:00,ลอยกระทง,38.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2024-10-20,11:00-13:00,สงกรานต์,83.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2008-10-04,17:00-20:00,ลอยกระทง,65.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2020-12-15,06:00-09:00,ปีใหม่,31.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2018-03-22,11:00-13:00,ลอยกระทง,54.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2017-10-14,06:00-09:00,ปีใหม่,126.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2019-09-23,17:00-20:00,วันธรรมดา,58.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,1999-11-12,11:00-13:00,วันหยุดนักขัตฤกษ์,31.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2000-11-17,11:00-13:00,วันธรรมดา,16.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,1999-09-20,17:00-20:00,ปีใหม่,79.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2011-10-08,06:00-09:00,เปิดเทอม,90.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,2000-03-03,11:00-13:00,ปิดเทอม,39.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2009-11-14,11:00-13:00,วันธรรมดา,73.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2008-08-12,06:00-09:00,ลอยกระทง,63.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2016-11-12,11:00-13:00,วันหยุดนักขัตฤกษ์,55.0
สนามบินสุวรรณภูมิ,อนุสาวรีย์ชัยสมรภูมิ,2001-02-21,11:00-13:00,วันหยุดนักขัตฤกษ์,15.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2000-01-01,06:00-09:00,ปิดเทอม,52.0
ตลาดนัดจตุจักร,สยามพารากอน,2004-08-03,17:00-20:00,ลอยกระทง,23.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2015-10-19,17:00-20:00,ปิดเทอม,63.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2004-08-03,06:00-09:00,ลอยกระทง,72.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2004-12-24,06:00-09:00,วันธรรมดา,37.0
ตลาดนัดจตุจักร,สยามพารากอน,2002-05-12,11:00-13:00,สงกรานต์,73.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2016-10-20,17:00-20:00,วันหยุดนักขัตฤกษ์,41.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2021-12-11,17:00-20:00,เปิดเทอม,64.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2012-04-27,06:00-09:00,ปิดเทอม,23.0
สยามพารากอน,สถานีหัวลำโพง,2011-06-11,11:00-13:00,ปิดเทอม,22.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2012-07-19,17:00-20:00,สงกรานต์,98.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2017-06-16,17:00-20:00,ปิดเทอม,48.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2017-01-09,06:00-09:00,ลอยกระทง,57.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2004-04-06,17:00-20:00,ปิดเทอม,36.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2004-08-26,11:00-13:00,ปิดเทอม,40.0
ตลาดนัดจตุจักร,สยามพารากอน,2016-01-04,06:00-09:00,วันหยุดนักขัตฤกษ์,39.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2010-03-17,17:00-20:00,ปิดเทอม,20.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2002-07-03,17:00-20:00,ปีใหม่,39.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2010-04-25,17:00-20:00,เปิดเทอม,42.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2014-07-21,11:00-13:00,วันหยุดนักขัตฤกษ์,30.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2022-11-14,06:00-09:00,วันธรรมดา,49.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2011-08-21,11:00-13:00,ปิดเทอม,58.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2012-01-01,06:00-09:00,เปิดเทอม,36.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2004-08-11,11:00-13:00,วันหยุดนักขัตฤกษ์,18.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2014-08-30,11:00-13:00,ลอยกระทง,16.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,1999-05-28,06:00-09:00,สงกรานต์,79.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2014-07-28,06:00-09:00,เปิดเทอม,37.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,2007-07-04,17:00-20:00,วันหยุดนักขัตฤกษ์,40.0
สยามพารากอน,สถานีขนส่งเอกมัย,2014-08-08,06:00-09:00,ลอยกระทง,24.0
สยามพารากอน,สนามบินดอนเมือง,2001-03-13,11:00-13:00,วันธรรมดา,35.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2020-08-06,11:00-13:00,ปิดเทอม,47.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2013-12-04,11:00-13:00,วันธรรมดา,39.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2017-10-04,06:00-09:00,วันหยุดนักขัตฤกษ์,54.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2016-03-21,06:00-09:00,วันธรรมดา,28.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2013-03-26,11:00-13:00,ปิดเทอม,50.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2015-05-03,11:00-13:00,เปิดเทอม,11.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2020-06-19,17:00-20:00,ลอยกระทง,65.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2014-03-12,06:00-09:00,ปีใหม่,107.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2024-11-14,17:00-20:00,เปิดเทอม,64.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2015-04-12,06:00-09:00,วันหยุดนักขัตฤกษ์,41.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2010-10-16,11:00-13:00,ปีใหม่,66.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2000-10-05,06:00-09:00,ปิดเทอม,41.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2008-12-11,06:00-09:00,ลอยกระทง,54.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2009-01-30,06:00-09:00,ปีใหม่,110.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2007-07-24,06:00-09:00,วันหยุดนักขัตฤกษ์,33.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2010-03-04,11:00-13:00,วันธรรมดา,62.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2014-08-01,06:00-09:00,ลอยกระทง,68.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2017-05-31,11:00-13:00,สงกรานต์,96.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2022-06-17,17:00-20:00,เปิดเทอม,18.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2013-05-11,11:00-13:00,วันธรรมดา,73.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2020-07-25,11:00-13:00,ปิดเทอม,30.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2015-09-17,11:00-13:00,ปิดเทอม,69.0
สถานีขนส่งหมอชิต,สยามพารากอน,2018-03-20,06:00-09:00,ปีใหม่,131.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2022-08-13,11:00-13:00,ลอยกระทง,70.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2007-01-04,06:00-09:00,ลอยกระทง,7.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2006-07-06,06:00-09:00,วันธรรมดา,31.0
สถานีขนส่งเอกมัย,สยามพารากอน,2015-07-15,06:00-09:00,สงกรานต์,102.0
เซ็นทรัลเวิลด์,ศูนย์ราชการแจ้งวัฒนะ,2004-05-01,06:00-09:00,ลอยกระทง,52.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2023-10-16,06:00-09:00,วันธรรมดา,15.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2024-12-26,11:00-13:00,สงกรานต์,83.0
ตลาดนัดจตุจักร,สยามพารากอน,2014-09-02,06:00-09:00,วันธรรมดา,34.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2024-03-24,17:00-20:00,ปิดเทอม,38.0
สยามพารากอน,เซ็นทรัลเวิลด์,2003-01-01,17:00-20:00,เปิดเทอม,76.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2022-11-03,06:00-09:00,ปีใหม่,84.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2024-02-16,06:00-09:00,ปีใหม่,124.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2004-01-02,11:00-13:00,ปิดเทอม,59.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2008-01-23,17:00-20:00,วันธรรมดา,38.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2007-08-31,17:00-20:00,ปีใหม่,106.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2013-06-09,11:00-13:00,วันธรรมดา,33.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2006-08-29,06:00-09:00,ปีใหม่,98.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2007-12-14,17:00-20:00,ปิดเทอม,30.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2017-11-04,17:00-20:00,วันหยุดนักขัตฤกษ์,65.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2024-10-22,11:00-13:00,ลอยกระทง,42.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2002-04-22,17:00-20:00,ปิดเทอม,19.0
สถานีขนส่งเอกมัย,สยามพารากอน,2007-09-20,06:00-09:00,ลอยกระทง,33.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2004-07-11,11:00-13:00,ลอยกระทง,31.0
สถานีขนส่งหมอชิต,สยามพารากอน,2014-04-20,11:00-13:00,วันหยุดนักขัตฤกษ์,31.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2008-11-11,17:00-20:00,ปิดเทอม,39.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2014-01-16,11:00-13:00,สงกรานต์,83.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2014-03-24,17:00-20:00,ปีใหม่,110.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2010-11-04,11:00-13:00,เปิดเทอม,63.0
สนามบินสุวรรณภูมิ,สถานีขนส่งเอกมัย,2005-06-21,11:00-13:00,เปิดเทอม,39.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2017-02-19,17:00-20:00,ปิดเทอม,53.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,2013-01-09,06:00-09:00,วันธรรมดา,59.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2016-01-31,17:00-20:00,ลอยกระทง,41.0
เซ็นทรัลเวิลด์,อนุสาวรีย์ชัยสมรภูมิ,2000-01-06,06:00-09:00,ลอยกระทง,17.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2019-02-10,11:00-13:00,สงกรานต์,84.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2023-08-01,06:00-09:00,เปิดเทอม,88.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,1999-06-08,17:00-20:00,สงกรานต์,123.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2001-12-06,17:00-20:00,สงกรานต์,37.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,1999-01-23,06:00-09:00,วันธรรมดา,66.0
สนามบินดอนเมือง,สยามพารากอน,2011-11-05,06:00-09:00,ลอยกระทง,49.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2001-12-28,17:00-20:00,ลอยกระทง,21.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,1999-12-03,11:00-13:00,วันธรรมดา,29.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2010-10-09,06:00-09:00,เปิดเทอม,74.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2015-06-06,11:00-13:00,ลอยกระทง,35.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2013-04-05,11:00-13:00,ปีใหม่,140.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2003-05-14,11:00-13:00,ลอยกระทง,56.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2012-08-29,11:00-13:00,ปีใหม่,100.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2008-03-29,06:00-09:00,ปิดเทอม,50.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2001-05-24,17:00-20:00,ปิดเทอม,44.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2013-01-22,11:00-13:00,วันหยุดนักขัตฤกษ์,58.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2013-01-09,17:00-20:00,วันหยุดนักขัตฤกษ์,41.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2001-10-11,11:00-13:00,วันธรรมดา,57.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2012-08-03,17:00-20:00,ลอยกระทง,43.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2010-12-01,06:00-09:00,ปิดเทอม,36.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2000-02-06,06:00-09:00,ลอยกระทง,68.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2001-03-21,06:00-09:00,เปิดเทอม,54.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2000-01-04,06:00-09:00,วันหยุดนักขัตฤกษ์,64.0
สยามพารากอน,เซ็นทรัลเวิลด์,2022-06-24,11:00-13:00,สงกรานต์,86.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2006-01-04,11:00-13:00,ลอยกระทง,22.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,2007-07-26,17:00-20:00,ลอยกระทง,46.0
เซ็นทรัลเวิลด์,ศูนย์ราชการแจ้งวัฒนะ,2011-03-21,17:00-20:00,ปีใหม่,133.0
สยามพารากอน,สถานีหัวลำโพง,2014-11-26,17:00-20:00,ปิดเทอม,55.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2009-02-20,11:00-13:00,วันหยุดนักขัตฤกษ์,30.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2005-06-28,06:00-09:00,ปิดเทอม,52.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2003-05-21,06:00-09:00,ลอยกระทง,56.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2009-05-27,06:00-09:00,เปิดเทอม,91.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2004-08-23,11:00-13:00,ปีใหม่,71.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2022-04-05,11:00-13:00,วันธรรมดา,41.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,1999-01-24,06:00-09:00,เปิดเทอม,105.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2002-05-17,06:00-09:00,ลอยกระทง,50.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2018-03-13,11:00-13:00,ปิดเทอม,50.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2023-09-10,06:00-09:00,สงกรานต์,
สถานีหัวลำโพง,สนามบินดอนเมือง,2014-01-11,17:00-20:00,ปีใหม่,123.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2005-06-17,06:00-09:00,สงกรานต์,142.0
สยามพารากอน,เซ็นทรัลเวิลด์,2007-07-26,11:00-13:00,วันธรรมดา,23.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2008-02-20,06:00-09:00,สงกรานต์,63.0
เซ็นทรัลเวิลด์,สยามพารากอน,2017-03-01,17:00-20:00,สงกรานต์,132.0
สยามพารากอน,ตลาดนัดจตุจักร,2009-02-04,17:00-20:00,วันหยุดนักขัตฤกษ์,13.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2009-12-21,11:00-13:00,ลอยกระทง,
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2023-09-12,11:00-13:00,วันธรรมดา,67.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2017-06-30,11:00-13:00,ปีใหม่,93.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2015-11-16,06:00-09:00,วันหยุดนักขัตฤกษ์,44.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2018-04-26,11:00-13:00,วันธรรมดา,75.0
สถานีขนส่งหมอชิต,สยามพารากอน,2009-09-27,17:00-20:00,วันหยุดนักขัตฤกษ์,54.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2016-06-23,17:00-20:00,วันธรรมดา,52.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2020-06-27,06:00-09:00,วันธรรมดา,50.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2003-08-28,11:00-13:00,ปิดเทอม,75.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2006-12-28,06:00-09:00,วันหยุดนักขัตฤกษ์,55.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2004-08-02,11:00-13:00,ปีใหม่,100.0
สนามบินดอนเมือง,สถานีขนส่งหมอชิต,2023-09-26,06:00-09:00,ปีใหม่,119.0
เซ็นทรัลเวิลด์,สยามพารากอน,2011-03-26,06:00-09:00,วันหยุดนักขัตฤกษ์,37.0
สถานีขนส่งหมอชิต,สยามพารากอน,2012-09-16,17:00-20:00,วันธรรมดา,63.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,1999-06-07,11:00-13:00,วันหยุดนักขัตฤกษ์,28.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2009-09-08,06:00-09:00,เปิดเทอม,48.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2009-02-21,11:00-13:00,เปิดเทอม,56.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2016-05-14,11:00-13:00,เปิดเทอม,54.0
สถานีขนส่งเอกมัย,สนามบินสุวรรณภูมิ,2010-05-25,11:00-13:00,สงกรานต์,115.0
ตลาดนัดจตุจักร,สยามพารากอน,2002-08-31,17:00-20:00,สงกรานต์,135.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2022-09-08,17:00-20:00,เปิดเทอม,53.0
สถานีขนส่งเอกมัย,สนามบินสุวรรณภูมิ,2010-03-19,11:00-13:00,ลอยกระทง,72.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2001-12-03,11:00-13:00,วันหยุดนักขัตฤกษ์,28.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2014-11-30,06:00-09:00,ปีใหม่,63.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,1999-01-01,17:00-20:00,สงกรานต์,61.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2006-07-20,17:00-20:00,ปีใหม่,111.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2007-02-19,06:00-09:00,วันธรรมดา,33.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2008-01-24,11:00-13:00,วันหยุดนักขัตฤกษ์,43.0
สยามพารากอน,สถานีหัวลำโพง,2024-05-09,17:00-20:00,วันธรรมดา,34.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2018-03-17,06:00-09:00,สงกรานต์,98.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2010-09-17,11:00-13:00,สงกรานต์,73.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2007-03-07,17:00-20:00,สงกรานต์,109.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2006-11-29,11:00-13:00,วันธรรมดา,35.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2014-08-15,06:00-09:00,วันธรรมดา,22.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2022-10-21,06:00-09:00,เปิดเทอม,68.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2019-07-01,06:00-09:00,วันธรรมดา,35.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2014-07-17,17:00-20:00,วันหยุดนักขัตฤกษ์,62.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2008-03-27,11:00-13:00,วันธรรมดา,73.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2024-06-04,06:00-09:00,ลอยกระทง,75.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีหัวลำโพง,2010-08-19,11:00-13:00,เปิดเทอม,16.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2020-07-22,17:00-20:00,วันธรรมดา,33.0
สนามบินดอนเมือง,สถานีหัวลำโพง,2018-12-31,06:00-09:00,เปิดเทอม,54.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2016-08-06,17:00-20:00,ปีใหม่,61.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2001-01-23,11:00-13:00,ปิดเทอม,51.0
สยามพารากอน,เซ็นทรัลเวิลด์,2006-11-21,11:00-13:00,เปิดเทอม,57.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2011-04-03,06:00-09:00,เปิดเทอม,25.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2010-07-24,11:00-13:00,ลอยกระทง,41.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีหัวลำโพง,2022-06-23,06:00-09:00,ปีใหม่,100.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2000-05-20,06:00-09:00,วันหยุดนักขัตฤกษ์,69.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2022-05-15,11:00-13:00,ปิดเทอม,36.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2009-07-10,11:00-13:00,ปีใหม่,82.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2001-09-09,06:00-09:00,วันธรรมดา,51.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2021-01-02,06:00-09:00,วันธรรมดา,16.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2020-02-19,17:00-20:00,เปิดเทอม,22.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2013-09-20,11:00-13:00,ปิดเทอม,52.0
สถานีขนส่งเอกมัย,สยามพารากอน,2011-04-18,17:00-20:00,ปิดเทอม,28.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2023-01-12,11:00-13:00,สงกรานต์,134.0
เซ็นทรัลเวิลด์,สยามพารากอน,2009-05-28,17:00-20:00,ปิดเทอม,27.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2024-08-25,06:00-09:00,ปิดเทอม,58.0
สนามบินดอนเมือง,สยามพารากอน,2016-04-04,17:00-20:00,ปิดเทอม,41.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2004-01-27,11:00-13:00,เปิดเทอม,59.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2002-07-01,06:00-09:00,เปิดเทอม,112.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2017-09-25,11:00-13:00,เปิดเทอม,42.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีหัวลำโพง,2016-08-08,11:00-13:00,วันหยุดนักขัตฤกษ์,26.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2017-04-29,11:00-13:00,สงกรานต์,67.0
ศูนย์ราชการแจ้งวัฒนะ,อนุสาวรีย์ชัยสมรภูมิ,2006-09-23,11:00-13:00,เปิดเทอม,56.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2002-12-08,11:00-13:00,ลอยกระทง,24.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2014-06-27,17:00-20:00,ลอยกระทง,33.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2012-07-15,06:00-09:00,ปีใหม่,72.0
สยามพารากอน,สถานีขนส่งเอกมัย,2008-08-16,06:00-09:00,เปิดเทอม,76.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2003-09-29,06:00-09:00,ปิดเทอม,35.0
สนามบินสุวรรณภูมิ,สถานีขนส่งเอกมัย,2012-09-12,17:00-20:00,เปิดเทอม,41.0
สนามบินสุวรรณภูมิ,อนุสาวรีย์ชัยสมรภูมิ,2021-09-30,06:00-09:00,วันธรรมดา,35.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2022-02-02,11:00-13:00,วันธรรมดา,27.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2016-11-06,11:00-13:00,วันธรรมดา,28.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2003-12-08,11:00-13:00,ปิดเทอม,59.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2022-08-20,11:00-13:00,ปิดเทอม,41.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2010-01-20,06:00-09:00,เปิดเทอม,70.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2011-09-07,11:00-13:00,ลอยกระทง,44.0
